"Topic","Sentiment","TweetId","TweetDate","TweetText"
"microsoft","irrelevant","126621883411070976","Wed Oct 19 11:33:04 +0000 2011","E dai uma empresa va me contratar pra ser modelo, e eu serie socio da #Microsoft ou da #Appel"
"twitter","neutral","126859887404777472","Thu Oct 20 03:18:48 +0000 2011","RT @loveable_letty8: Night #twitter"
"microsoft","irrelevant","126786402837995521","Wed Oct 19 22:26:48 +0000 2011","Saints Row: The Third and doughnuts for dinner http://t.co/TYP67KqF #microsoft #pc #playstation #ps3"
"google","irrelevant","126521523220652032","Wed Oct 19 04:54:16 +0000 2011","Доступна официальная Google-страница Galaxy Nexus http://t.co/99TAk4lC #nexus #google #galaxy"
"twitter","irrelevant","126857746200014849","Thu Oct 20 03:10:18 +0000 2011","@sniferl4bs O.o Estoy interesado en aprender cómo desarrollar un #bot para #Twitter y quizás para #Identica tambien, :) Luego compartes, no."
"twitter","neutral","126872511492263937","Thu Oct 20 04:08:58 +0000 2011","pinto el sueño #Twitter #OFF"
"apple","neutral","126104322999197696","Tue Oct 18 01:16:29 +0000 2011","@apple store to get my phone fixed... ppl lined up for 4s http://t.co/aUHQLiVy"
"twitter","irrelevant","126882787029553153","Thu Oct 20 04:49:48 +0000 2011","uuchas... #twitter menso! dormish bye! xD"
"microsoft","irrelevant","126656462566080513","Wed Oct 19 13:50:28 +0000 2011","http://t.co/Qewndku6  #Nokia workers ask,is CEO Stephen Elop a #Microsoft mole??"
"microsoft","irrelevant","126769617019486209","Wed Oct 19 21:20:06 +0000 2011","#Microsoft lanza sitio oficial de #Skype http://t.co/fWDALlIe"
"google","irrelevant","126488974595334144","Wed Oct 19 02:44:56 +0000 2011","Cool!! #google #win RT: @a1arte: Google y Samsung lanzan oficialmente el Galaxy Nexus con Android Ice Cream Sandwich http://t.co/kE0dFNQL"
"twitter","neutral","126862552025137152","Thu Oct 20 03:29:24 +0000 2011","Let's be honest #twitter, nothing's #trending en #español."
"microsoft","neutral","126708211108683776","Wed Oct 19 17:16:06 +0000 2011","Spend $499 at a Microsoft Store and Get a Free Windows Phone http://t.co/1zRhXnVd #wp7 #wp7dev #windowsphone #Microsoft"
"twitter","neutral","126868533991849988","Thu Oct 20 03:53:10 +0000 2011","@FATBOYFRESH87 Hey brotha I forgot you had a #twitter"
"apple","irrelevant","126373281099026432","Tue Oct 18 19:05:12 +0000 2011","Twitter intègré dans ios5, mais le correcteur français ne connaît pas ce mot et propose titrer... Peut mieux faire comme intégration @Apple"
"twitter","irrelevant","126875123457331200","Thu Oct 20 04:19:21 +0000 2011","tempat asik buat curhat #twitter"
"twitter","irrelevant","126866948909842432","Thu Oct 20 03:46:52 +0000 2011","no entiendo como con lo ingenioso que soy en twitter tengo tan pocos followers. posta #demasiadoego #twitter #stevejobs"
"google","positive","126495843116265475","Wed Oct 19 03:12:13 +0000 2011","The new Google Nexus page is live! - http://t.co/zrqoeWxI #nexus #google #android #icecreamsandwich"
"google","irrelevant","126489326786850816","Wed Oct 19 02:46:20 +0000 2011","RT @twandroid: Editeur de photo maintenant : redimensionner, .... (ce qu'on avait déjà vu) #google #nexusprime"
"microsoft","neutral","126768259734315008","Wed Oct 19 21:14:43 +0000 2011","RT @Flipbooks #Microsoft Researchers Want to Turn Your Hand Into a Touchscreen http://t.co/NDpyFvpK rt @TferThomas #Technology #Tech"
"microsoft","irrelevant","126586819713310720","Wed Oct 19 09:13:44 +0000 2011","Pozdrowienia z sali A #mts2011 #Microsoft #surface obecnie  http://t.co/QfQkHAYd"
"twitter","neutral","126874374077816832","Thu Oct 20 04:16:22 +0000 2011","finally logged back in!!!! what&#39;s up #twitter!!!"
"google","neutral","126493370028797953","Wed Oct 19 03:02:24 +0000 2011","Recent study of #Google CTR reveals that top three positions #in #GoogleSearch receive 35% of traffic. @Econsultancy http://t.co/Z2bh6oH1"
"apple","negative","126405405667627008","Tue Oct 18 21:12:51 +0000 2011","RT @radlerc: Yellowgate? Some iPhone 4S Users Complain of Yellow Tint to Screen http://t.co/uaqrxTNk @apple @iphone4s"
"microsoft","neutral","126768055769513984","Wed Oct 19 21:13:54 +0000 2011","#Microsoft Researchers Want to Turn Your Hand Into a Touchscreen http://t.co/HIbjxHVD rt @TferThomas #Technology #Tech"
"twitter","irrelevant","126869440276078592","Thu Oct 20 03:56:46 +0000 2011","@JonathanGodin Je crois que #Twitter devra ajuster ces petit problèmes désagréable !"
"twitter","neutral","126872143081390080","Thu Oct 20 04:07:30 +0000 2011","Follow me on #Twitter @CatchASet_ #TeamFollow &lt;3"
"twitter","neutral","126868090687459328","Thu Oct 20 03:51:24 +0000 2011","#IReallyHateWhenPeople TyP3 L!k3 tH!S Or #Use #Hashtags #In #Every #Word #On #Twitter"
"twitter","positive","126873707066048513","Thu Oct 20 04:13:43 +0000 2011","Apples to oranges maybe, but #Twitter is way more engaging than #FB. Content vs. Stalkerismo"
"microsoft","positive","126689007512993792","Wed Oct 19 15:59:47 +0000 2011","Zune Music arrives in Canada! http://t.co/CJJ12v4I #microsoft #music #news"
"apple","negative","125369698840887297","Sun Oct 16 00:37:20 +0000 2011","Damn you @apple for breaking wififofum! It continued to work in ios 4. Was one of my most used apps. Damn Apple's overbearing policies!"
"twitter","negative","126877245347348480","Thu Oct 20 04:27:47 +0000 2011","#Twitter, will you please fix this RT problem?"
"apple","negative","125663477573500930","Sun Oct 16 20:04:42 +0000 2011","Bummer!  My @Yahoo! iPad fantasy football app keeps crashing; not sure if it's the app or the new @apple iOS 5. Only two apps running."
"microsoft","irrelevant","126677668933533696","Wed Oct 19 15:14:44 +0000 2011","Directivos de #Google, #Microsoft o #IBM reflexionarán sobre cómo vender más utilizando las nuevas tecnologías http://t.co/5ogXhe52"
"apple","irrelevant","126362562865528832","Tue Oct 18 18:22:37 +0000 2011","@LennyDubz you do know that @apple is not the company. and why u blasting me on #twitter???"
"google","neutral","126503088461848576","Wed Oct 19 03:41:01 +0000 2011","Article Recap on the #Google Analytics ""Secure"" Change: Here are some articles we found after… http://t.co/RPTLWMLo"
"twitter","neutral","126883597239066625","Thu Oct 20 04:53:01 +0000 2011","@codytigernord Just a reminder that you fail on #twitter"
"twitter","irrelevant","126868196295843840","Thu Oct 20 03:51:49 +0000 2011","@EilsonOliveira a roupa num tira , mais os dedos no #twitter heheh #saudades"
http://t.co/kf9supYG
"microsoft","irrelevant","126704896383787008","Wed Oct 19 17:02:56 +0000 2011","RT @AslanMarine: Vous voulez la une de LNT ? La nouvelle tribune de demain 20/10/11: #intikhabates, #PJD, #PPS, #MoroccoMall , #Boeing , ..."
"apple","neutral","125372628746768384","Sun Oct 16 00:48:58 +0000 2011","@_courtneytaylor @apple did you get a 4S?"
"twitter","irrelevant","126872143593095168","Thu Oct 20 04:07:30 +0000 2011","Bonjour #twitter , reveil trés difficile pour ma part.. !"
"google","irrelevant","126507720546328576","Wed Oct 19 03:59:25 +0000 2011","Aparece nuevo video del Galaxy Nexus http://t.co/mhOcZuIm #android #google #androidve #tecnologia #vendroid #usoandroid"
"apple","negative","126131535211536384","Tue Oct 18 03:04:36 +0000 2011","I'm wit chu!! “@ShayDiddy: Officially boycotting @ups!!! Calling @apple to curse them out next for using them wasting my time!”"
in my opinion .... BU ..."
"microsoft","irrelevant","126598693351723010","Wed Oct 19 10:00:55 +0000 2011","#FailSteveJobs #Microsoft โดย ARIP ฮาๆ มีสับสนนิดโหน่ย XD cc @failinth =P http://t.co/zPzNMwVe"
"twitter","irrelevant","126879692635635712","Thu Oct 20 04:37:30 +0000 2011","Etre influent sur #Twitter: publication de contenus qui engagent à l'action. http://t.co/H2qmDwpP EN via @jeffbullas"
"google","neutral","126524242635403264","Wed Oct 19 05:05:04 +0000 2011","#Google and #Samsung unveil #Galaxy #Nexus, #Android 4 at event: http://t.co/oTqfW9XQ | #CTIA #Hong #Kong #conference #environments"
"microsoft","neutral","126804937438003200","Wed Oct 19 23:40:27 +0000 2011","#Microsoft We support you. Retweet if u support us or want to."
"twitter","irrelevant","126861218592980992","Thu Oct 20 03:24:06 +0000 2011","que tengas #twitter no significa que sabes que es #tweetear xD"
"google","irrelevant","126492723673960448","Wed Oct 19 02:59:50 +0000 2011","Parabens #google gostei bastante do novo Android #android"
"twitter","irrelevant","126868352835661824","Thu Oct 20 03:52:27 +0000 2011","#Osea jajaja me entero que ahora en el #Twitter se blokea gente mis supuestros primos me blokearon #Lol"
"google","neutral","126504998799552513","Wed Oct 19 03:48:36 +0000 2011","#Pearson and #Google take advantage of the profound lack of LMS PD with their new offering http://t.co/4RsRDU4G Also do not do reporting"
"apple","irrelevant","126138637652992001","Tue Oct 18 03:32:49 +0000 2011","Por cierto @Apple, me sigue gustando mas MobileMe que iCloud. La sincronización de mis ordenadores, la gestión de carpetas... nada que ver."
"apple","negative","125706246056706049","Sun Oct 16 22:54:39 +0000 2011","Having major battery drain issue since updating iPhone 4 to iOS 5.  Anyone else? @AppStore @iPhone @apple"
"twitter","neutral","126871458726162432","Thu Oct 20 03:58:32 +0000 2011","Shout ou to all my followers! #TWitTER"
"google","positive","126493371790397440","Wed Oct 19 03:02:24 +0000 2011","#android 4.0!!  Ice Cream Sandwich will now make all other smartphone operating systems look outdated.  #Androidbeam Wowww..  #google"
"microsoft","irrelevant","126769625659748353","Wed Oct 19 21:20:08 +0000 2011","#Techno :  #Microsoft lanza sitio oficial de #Skype http://t.co/ynJoTWPI"
"twitter","irrelevant","126862329269858305","Thu Oct 20 03:28:30 +0000 2011","#twitter sos un vicioooooo"
"google","positive","126503946092158976","Wed Oct 19 03:44:25 +0000 2011","brilliant WebGL Bookcase #google http://t.co/CR3A6k9U"
"apple","irrelevant","125998496535937024","Mon Oct 17 18:15:57 +0000 2011","querida @apple, até quando o steve vai ficar na sua pagina inicial?"
"apple","negative","126389218284015616","Tue Oct 18 20:08:32 +0000 2011","@ryanbaldwin @apple So in iTunes I go Store -&gt; Authorise… why doesn't it just auto-authorise it when I sign into iTunes? Grrrr..."
"google","positive","126519483752914944","Wed Oct 19 04:46:10 +0000 2011","@jowyang it's difficult to pass up #google+ considering the social seo benefits of google+ vs facebook"
"apple","neutral","126011120694726656","Mon Oct 17 19:06:07 +0000 2011","@coatgal had a really interestng experience up in the @Apple store though, Paul was with me up there, faulty #iphone4 - but out of warranty"
"twitter","negative","126867983455879168","Thu Oct 20 03:50:59 +0000 2011","@MsTapoutBarbie Yep figured my shit is jacked. Dammit #Twitter!!"
"microsoft","neutral","126604925881954305","Wed Oct 19 10:25:41 +0000 2011","Get #Microsoft #http://t.co/TMUrucvW certified now!! http://t.co/3Qr7XoCy"
"twitter","irrelevant","126861187605471232","Thu Oct 20 03:23:58 +0000 2011","mm por q casi nadie sabe utilizar #TWITTER??"
"apple","negative","125365581170999296","Sun Oct 16 00:20:58 +0000 2011","Dear @Apple: You must let me turn off iCloud to save bandwidth and NOT delete EVERY document on my iPad. That's BULLSHIT!"
"apple","neutral","125999022908510209","Mon Oct 17 18:18:02 +0000 2011","Why @Apple so valuable, good analysis of trended profits, iOS vs. Microsoft: Comparing the bottom lines  http://t.co/k9qst4R4 via @asymco"
"microsoft","irrelevant","126596388615229441","Wed Oct 19 09:51:45 +0000 2011","#Microsoft dirà che #Google ha usato il brevetto dell'animazione del cerchio?! | Google Presentations New Version http://t.co/vmzshHUQ"
"microsoft","irrelevant","126650224625205248","Wed Oct 19 13:25:41 +0000 2011","#Microsoft  hat den Prototyp ihres OmniTouch vorgestellt. Dieser macht fast jede Oberfläche zum Touchscreen. http://t.co/5370kR8v"
"google","neutral","126495001868906496","Wed Oct 19 03:08:53 +0000 2011","Sucks that I just threw down $3 for a panorama app when #ICS will have it as standard. Oh #Google, you pleasant bastards, you!"
"google","neutral","126505392191705088","Wed Oct 19 03:50:10 +0000 2011","Update : Google Officially calls Android Ice Cream Sandwich, Shouts Android 4.0 http://t.co/zzRuwrSk  #google #ics #android4"
"google","irrelevant","126507946707398656","Wed Oct 19 04:00:19 +0000 2011","Android 4.0 Ice Cream Sandwich ya es oficial http://t.co/uZ7qqU1J #android #google #androidve #tecnologia #vendroid #usoandroid"
#google #android @Abdullah347"
"twitter","irrelevant","126866454845984768","Thu Oct 20 03:44:54 +0000 2011","pensando seriamente em excluir meu #twitter"
"microsoft","neutral","126476071238508545","Wed Oct 19 01:53:39 +0000 2011","RT @GP_Jman852: Hello New Followers! Reminder: 1000 followers = a 4000 #Microsoft point #Giveaway! #Xbox360 #XBL #XBLA #MW3 #COD RETWEET!"
"microsoft","irrelevant","126693348735057920","Wed Oct 19 16:17:02 +0000 2011","Bij #Microsoft zijn ze echt niet goed snik, ik was blij dat mijn mobiel gejat werd omdat er windows op zat..  #jaloezie http://t.co/fd0THHCv"
"twitter","irrelevant","126870445659131904","Thu Oct 20 04:00:46 +0000 2011","Google Apps Coming To Google+ ‘Within Days’; Company Taking A ‘Cautious Approach’ To APIs http://t.co/1rgAI0RH #twitter"
"apple","negative","126247557339947008","Tue Oct 18 10:45:37 +0000 2011","@apple is there a problem with iOS 5 that is preventing audio apps and audio functions from operating properly? I keep losing sound."
"twitter","irrelevant","126875567168561152","Thu Oct 20 04:21:07 +0000 2011","@diegomendesr_  popularizar o  #twitter ?? Tipo ter seguidores é isso???"
"google","neutral","126496228572790784","Wed Oct 19 03:13:45 +0000 2011","Introducing Android 4.0, Ice Cream SandwichIntroducing Android 4.0, Ice Cream Sandwich http://t.co/L4Hqkv0c #Google #Android"
"apple","negative","126354628999778305","Tue Oct 18 17:51:05 +0000 2011","Hey @apple now I have iOS5 my iPhone doesn't include songs that are on compilation albums under the artist's name. #whaddupwitdat"
"apple","positive","125402412147146752","Sun Oct 16 02:47:19 +0000 2011","@Blackberry & @Facebook U R really about to make me throw this @Blackberry in the trash an get an @Apple iPhone! @Facebook upload issues!"
Love you !!! :)"
"google","neutral","126513115830554625","Wed Oct 19 04:20:51 +0000 2011","#Samsung Galaxy #Nexus hands-on (#video) http://t.co/w4muSKEm #android #galaxynexus #galaxynexus #google"
"google","neutral","126493567182061569","Wed Oct 19 03:03:11 +0000 2011","@AndroidPolice Duly noted -- I hope AOSP is updated with ICS 4.0. #Android #Google"
"apple","neutral","125614951787266048","Sun Oct 16 16:51:52 +0000 2011","Can someone explain to me how the hell iMessage differs from a text message? @Apple #fb"
"twitter","irrelevant","126863012433899520","Thu Oct 20 03:31:13 +0000 2011","@maffkilleritta #twitter se puso de nena y no me dejaba contestar"
"twitter","negative","126877135926337537","Thu Oct 20 04:27:21 +0000 2011","#Twitter = #Dead ""this is why im never on it now"""
"apple","neutral","125496516000485376","Sun Oct 16 09:01:15 +0000 2011","SpeechTrans http://t.co/TW3SzX61 on @Apple App store listed as the #best bi-directional #Speech To Speech #Translator - Posts on Twitter"
"apple","negative","125341804857008128","Sat Oct 15 22:46:29 +0000 2011","Wow, worst @apple customer service experience ever. Arrogant and inept. Bad combo, Biltmore Apple store."
"microsoft","positive","126750973329817601","Wed Oct 19 20:06:01 +0000 2011","Mango shows #Microsoft still has the taste for smartphone success http://t.co/AFm8VSMm  #wp7 #mango"
"google","irrelevant","126493116554424320","Wed Oct 19 03:01:23 +0000 2011","Hé bien c'était cool d'attendre pour voir la conférence :-), j'ai envie du #nexus #prime de #google mnt, et jouer avec #ICM #android 4.0"
"microsoft","neutral","126749360745758722","Wed Oct 19 19:59:37 +0000 2011","Reporting in #Microsoft Dynamics #AX2012 http://t.co/Q4oClJfS"
"apple","negative","125956403574747137","Mon Oct 17 15:28:41 +0000 2011","What's wrong with Siri today @apple"
"microsoft","neutral","126614792092909568","Wed Oct 19 11:04:53 +0000 2011","Build once, scale to many: #Microsoft allows creators to extend experiences to multiple touchpoints like xBox, Windows Mobile. #ULforthewin"
"twitter","neutral","126882832319651840","Thu Oct 20 04:49:59 +0000 2011","I wanna make the goose bump on your inner thigh show 
"google","irrelevant","126491801723994114","Wed Oct 19 02:56:10 +0000 2011","Tipp: kostenlose SEO-Infos  http://t.co/1ayEKV6F #google"
"google","irrelevant","126532561315958784","Wed Oct 19 05:38:08 +0000 2011","#Google Phil Hellmuth and Sam Farha – poker fight: http://t.co/vwaiQDlT – Cost-free Poker University with... http://t.co/F9A0NJnX #wikileaks"
"google","neutral","126526594973052928","Wed Oct 19 05:14:25 +0000 2011","#SEO tip:in multilang sites create folders for each lang.submit the urls in #google #webmaster tools+Use GeographicTarget"
"apple","neutral","126205800359280640","Tue Oct 18 07:59:42 +0000 2011","Siri says some weird things | This is my next... http://t.co/H8n7caSg via @verge @hasanga @mohoisham @apple #Siri #LMFAO"
"microsoft","irrelevant","126781181466378240","Wed Oct 19 22:06:03 +0000 2011","#Microsoft: Una pantalla táctil al alcance de tu mano. http://t.co/kUAfBenM"
"google","neutral","126492886517809152","Wed Oct 19 03:00:28 +0000 2011","RT @tiffanyk: [#Infographic] #Google+ cost half a billion to build, driving users to #1 most followed user: Mark Zuckerberg. http://t.co ..."

"microsoft","irrelevant","126774645474070528","Wed Oct 19 21:40:05 +0000 2011","#Bill_Gates llamado a declarar por un antiguo caso de monopolio contra #Microsoft http://t.co/DZ9ZqCgX"
"microsoft","neutral","126662905084129280","Wed Oct 19 14:16:04 +0000 2011","#Google ##Mobile Boss Andy Rubin on #Apple, #Microsoft and #Tablets http://t.co/rSnSG5nt #techgadgets #android"
"google","irrelevant","126513961553244160","Wed Oct 19 04:24:13 +0000 2011","Fine tune your #SEO strategy with the #Google Panda 2.5.2 update. Find out how it can affect your business rankings http://t.co/TeRUK0bp"
"microsoft","neutral","126536172867559424","Wed Oct 19 05:52:29 +0000 2011","#Microsoft excludes tablets from its holiday advertising #push: Fresh details of Microsoft’s… http://t.co/SXFPd9Xj"
"microsoft","neutral","126631882149474305","Wed Oct 19 12:12:48 +0000 2011","Annie: has just had a look at our downloaded #Windows8 op sys.  Where #AppleMacs go, #Microsoft follows!!"
"microsoft","neutral","126689002114924544","Wed Oct 19 15:59:46 +0000 2011","The Great Tech War Of 2012 : http://t.co/RbEvrtfz #Tech #Mobile #2012 #Wireless #Apple #Google #Microsoft"
"microsoft","neutral","126803513190789121","Wed Oct 19 23:34:48 +0000 2011","RT @KumarSachi: Another Gem from #Microsoft - Curate your personal history with  ""Project Greenwich"".  Available later this month. http: ..."
"google","neutral","126509474935611392","Wed Oct 19 04:06:23 +0000 2011","How #Google Ventures Chooses Which Startups Get Its $200 Million http://t.co/FCWXoUd8 via @mashbusiness @mashable"
"apple","negative","126299379832336384","Tue Oct 18 14:11:33 +0000 2011","@Apple #iOS5 gm on ipad1 is very slow wash better on beta7/8 solve this problem, or give me the ipad2"
"microsoft","neutral","126711721376235520","Wed Oct 19 17:30:03 +0000 2011","By 4:30pm: For E-Commerce Times, Erika Morphy seeks experts re: #Microsoft ""Playful Learning"": pros/cons for kids: http://t.co/WPO9l63f"
"twitter","irrelevant","126867858461433857","Thu Oct 20 03:50:29 +0000 2011","@NahuN_Robles jajaja fregues de #TWITTER x'D"
"google","neutral","126531285475799040","Wed Oct 19 05:33:03 +0000 2011","#Google To Begin #Encrypting Searches & Outbound Clicks By Default With SSL Search - http://t.co/vc573Pte"
"twitter","irrelevant","126858186962644992","Thu Oct 20 03:12:03 +0000 2011","@jessnovelo el #twitter? Jajaja"
"twitter","positive","126878670685085696","Thu Oct 20 04:33:27 +0000 2011","Hello #twitter!"
"twitter","neutral","126880854361391104","Thu Oct 20 04:42:07 +0000 2011","Quit acting all hard. It's only #twitter"
"google","irrelevant","126529267503861760","Wed Oct 19 05:25:02 +0000 2011","Der langsame Tod von SEO?? #Google -Suche  für eingeloggte User verschlüsselt - http://t.co/czsosVGp #socialmedia #marketing  #search #seo"
"twitter","irrelevant","126871890320035841","Thu Oct 20 04:06:30 +0000 2011","Use o Twitter Profissionalmente! ~ Dicas E-Commerce e Renda Extra!: http://t.co/k6yAfacy #Twitter #Blog #Ecommerce #Brasil #Marketing"
 
"microsoft","neutral","126621142743138305","Wed Oct 19 11:30:07 +0000 2011","#Microsoft Announces New “Playful Learning” Titles - Wired News : http://t.co/nN8oietT #av"
"twitter","irrelevant","126864072447766528","Thu Oct 20 03:35:26 +0000 2011","De acuerdo a la encuesta hecha por mi la mayoría de mis amigos de #Facebook no saben utilizar #twitter xD #QueMensos"
"google","irrelevant","126515640889655296","Wed Oct 19 04:30:53 +0000 2011","Newt Gingrich: #NewtGingrich  #Newt #Gingrich http://t.co/bZQS2pV3 #google #youtube"
"google","irrelevant","126532046360289280","Wed Oct 19 05:36:05 +0000 2011","Le #GalaxyNexus fait bien envie... Mais bizarrement ça me gêne qu'il y soit marqué #Google au dos."
"apple","negative","126044756320075776","Mon Oct 17 21:19:46 +0000 2011","@apple I committed to your cloud storage iDisk and now it's raining :-( so soon no more iDisk.  Any plans for a new service for storage?"
"microsoft","neutral","126737368001683457","Wed Oct 19 19:11:57 +0000 2011","#Microsoft CEO Looks Ahead at Social and Mobile Plans http://t.co/wYmFplCs #marketing"
"google","neutral","126500259974234112","Wed Oct 19 03:29:46 +0000 2011","@jpobrien11 or windows bridge for windows phones and don't try and pretend apple didn't steal the notification bar from #google #droidtweets"
"microsoft","neutral","126595447455367168","Wed Oct 19 09:48:01 +0000 2011","This coming from a guy who is #Microsoft PC, Mug, pen, everything RT @GiuseppePietta: @1Ngare both fail phones.windows phone 7 to the rescue"
"google","neutral","126512130752126976","Wed Oct 19 04:16:57 +0000 2011","And my favorite, ""is @danielltosh gay?"" #Google #autocomplete"
"apple","irrelevant","125990804488601600","Mon Oct 17 17:45:23 +0000 2011","Descuentos y offertas para applicaciones de @apple http://t.co/8VNd57qk #mobil"
"google","positive","126506850781888512","Wed Oct 19 03:55:58 +0000 2011","Can't wait for Ice Cream Sandwich. http://t.co/RtDzjq2U #android #google"
"microsoft","neutral","126725691059351552","Wed Oct 19 18:25:33 +0000 2011","http://t.co/cBCEFILN - Many-To-Many Control for #Microsoft #LightSwitch"
"apple","positive","125902301931126785","Mon Oct 17 11:53:42 +0000 2011","RT @MN2NOVA: Love ios5 Easter eggs. Pull down from middle top to bottom and see what pulls down. Awesome little feature! #ios5 @apple"
"google","positive","126524301259194368","Wed Oct 19 05:05:18 +0000 2011","RT @Assim99: Dear #Google, I want the Galaxy Nexus NOW. Please send it to me by email or something - I know you have the technology"
"twitter","irrelevant","126871263250620416","Thu Oct 20 04:04:00 +0000 2011","RT @alisalam1990: البايو في تويتر مثل عناوين المنازل لا تكشف عن صاحبها إلا إذا دخلت التايم لاين ، فإما تجد تطابق أو كأنك دخلت بيت عنوانه ..."
"microsoft","irrelevant","126622030006202368","Wed Oct 19 11:33:39 +0000 2011","Microsoft-CEO verspricht schöne Windows-Phone-Geräte: Apple sei erfolgreich, weil schöne Smartphones ... http://t.co/I26cnxh8 #microsoft"
"google","irrelevant","126486125874384896","Wed Oct 19 02:33:37 +0000 2011","Intégration de la reconnaissance vocale #google #nexusprime"
"twitter","irrelevant","126858032951996416","Thu Oct 20 03:11:26 +0000 2011","""@julioeffio: @chriseffio yo juraba que te habian hackeado el #Twitter ...TODO fue tan #minipandi"" @julioeffio love u! ♥"
"microsoft","neutral","126664410029764608","Wed Oct 19 14:22:03 +0000 2011","#Infosys kicks off its #cloud drive with #Microsoft partnership"
"twitter","neutral","126865005009309696","Thu Oct 20 03:39:08 +0000 2011","RT @extremejohn Stuck on Facebook? I’m so sorry.  http://t.co/JcJBfZ8W #Twitter #Google  #Facebook"
"microsoft","irrelevant","126689129131028480","Wed Oct 19 16:00:16 +0000 2011","Un vistazo a Windows Server 8 http://t.co/BmcJLgDV #Microsoft"
"google","irrelevant","126507794777128964","Wed Oct 19 03:59:43 +0000 2011","看見 #Android 4.0 配合 #NFC 加入的 Android #Beam 功能，令我想起十年前使用 #Palm 經常跟朋友 Beam 交換資料的日子。#Google #Samsung #Galaxy #Nexus"
"google","neutral","126504319859175424","Wed Oct 19 03:45:54 +0000 2011","#Google To Begin Encrypting Searches & Outbound Clicks By Default With SSL Search http://t.co/xW7vh75e"
"microsoft","neutral","126686806585520128","Wed Oct 19 15:51:03 +0000 2011","Isn't this a little too much?
"apple","neutral","126163403063570432","Tue Oct 18 05:11:13 +0000 2011","How I manage my businesses/life: @pivotaltracker, @37signals, @twitter, @googleapps, @apple, @dropbox, @wordpress, @dreamhost THX"
"apple","neutral","125583717354831872","Sun Oct 16 14:47:46 +0000 2011","@apple no Siri support for Canada sucks #Siri but loving the new iPhone upgrade from my 3GS #iphone4s"
"apple","negative","126283602571964416","Tue Oct 18 13:08:51 +0000 2011","@apple $319 to repair my iPad 2, Apple you've lost me and my $700 a year, Android here I come!"
"google","irrelevant","126498881142927360","Wed Oct 19 03:24:18 +0000 2011","@iley_little we'lll figure it out tm in gym #google"
"twitter","irrelevant","126865566236553216","Thu Oct 20 03:41:22 +0000 2011","Mi pasatiempo favorito hoy en día, es como ver hay personas bipolares, tanto en #Twitter como en la vida real..."
"microsoft","neutral","126661971566264320","Wed Oct 19 14:12:21 +0000 2011","You are welcome to join our LIVE free webinar right now. It's about #Citrix monitoring through #Microsoft #SCOM: http://t.co/Sr7pIP9B"
"google","positive","126492415749128192","Wed Oct 19 02:58:36 +0000 2011","RT @eboyee: Dostupan SDK - WOW R.E.S.P.E.C.T. #Google #IceCreamSandwich"
"google","irrelevant","126499498133426176","Wed Oct 19 03:26:45 +0000 2011","RT @rianru: #Google представит новую версию #Android 4.0 http://t.co/mf8XE5Aw"
"apple","neutral","126267746739699713","Tue Oct 18 12:05:51 +0000 2011","#Win an @Apple iPod Touch from @Mommy_gaga, get the @Pampers Hello World Baby Memories App! http://t.co/AAP7StHt #PampersHelloApps"
"apple","negative","126243680129523712","Tue Oct 18 10:30:14 +0000 2011","@apple #apple One thing I hater about this #mouse the #buttery finish so fast am not #happy now #macworld @macworld http://t.co/5Uh4a4Vt"
"twitter","irrelevant","126859363079041024","Thu Oct 20 03:16:43 +0000 2011","o @jcsantos22f1 sumiuuuuuuuuuuuuuuu D, #TWITTER kkkkkk + apareceu n,msn... saudadeeees"
"twitter","irrelevant","126876452326080512","Thu Oct 20 04:24:38 +0000 2011","@LuceroMexico  Ja lu! chiste! en qe se parese papa pitufo al #twitter???
"twitter","positive","126868330098331648","Thu Oct 20 03:52:21 +0000 2011","twitter just helped me find the song from the end of a TV show i just watched. #Twitter &gt; ..."
"microsoft","irrelevant","126675434065764352","Wed Oct 19 15:05:52 +0000 2011","Démo, création d'un cluster par @GaelDuhamel #VAD #Microsoft #VisualStudio #DataMining http://t.co/M5eqlqUA"

"apple","positive","126358340220616704","Tue Oct 18 18:05:50 +0000 2011","Just registered as an @apple developer... Here's hoping I can actually do it... Any help, greatly appreciated!"
"apple","neutral","125489264157917184","Sun Oct 16 08:32:26 +0000 2011","#Win an @Apple iPod Touch from @Mommy_gaga, get the @Pampers Hello World Baby Memories App! http://t.co/fnbKNwmj #PampersHelloApps Ends10/21"
"microsoft","neutral","126691842736668673","Wed Oct 19 16:11:03 +0000 2011","Microsoft CEO Steve Ballmer confirms Nokia Windows Phone devices due next week http://t.co/rDTzumtZ #Microsoft #Nokia"
"twitter","neutral","126862999720951808","Thu Oct 20 03:31:10 +0000 2011","@JenWeedin listen here, @ShaunaWalters8 is new to #twitter and needs practice.  support her here brat!  #goodsamaritanswag"
"twitter","irrelevant","126861100120686592","Thu Oct 20 03:23:37 +0000 2011","@maffer_rdz si de heco igual a mi ya casi no me gusa de hecho siempre lo primero qe habro es #Twitter es mas facil qe me contacten aqi jeje"
"google","irrelevant","126514555743518720","Wed Oct 19 04:26:35 +0000 2011","#Publicidad Galaxy Nexus es la próxima generación de dispositivos Nexus co-desarrollado por #Samsung y #Google l http://t.co/yVWrw98h"
